Rating,Company_Name,Headquarters,Founded,Type_of_ownership,Industry,Sector,Revenue,Min_Salary,Max_Salary,Avg_Salary,Job_State,new_job_title,Year_of_Operation,Business_Size,Python,Excel,Tableau,Power_BI,SQL,AWS,Hadoop,Azure,Spark,Machine_Learning,Matlab
4.6,Greenwich Biosciences,"Carlsbad, CA",2013,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,,1,,CA,Other,12,Large Business,0,1,0,0,0,0,0,0,0,0,0
0.0,Decode_M,"New York, NY",2025,Unknown,Other Industries,Other Sector,Unknown,,1,,NY,Data Scientist,0,Small Business,1,1,0,0,0,0,0,0,0,1,0
3.6,San Manuel Casino,"Highland, CA",1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million ,35.0,62,48.5,CA,Data Analyst,39,Enterprise Business,0,1,1,0,1,0,0,0,0,0,0
4.0,Texas Health Huguley Hospital,"Arlington, TX",1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million ,37.0,52,44.5,TX,Other,48,Enterprise Business,0,0,0,0,0,1,0,0,0,0,0
4.5,GSN Games,"Boston, MA",1999,Company - Private,Video Games,Media,Unknown,,1,,CA,Data Scientist,26,Large Business,1,1,0,0,1,1,0,0,1,1,0
2.4,Teasdale Latin Foods,"Flower Mound, TX",2025,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million ,39.0,66,52.5,IL,Other,0,Large Business,0,0,0,0,0,0,0,0,0,0,0
2.6,Software Engineering Institute,"Pittsburgh, PA",1984,College / University,Colleges & Universities,Education,Unknown,81.0,167,124.0,PA,Data Scientist,41,Large Business,0,0,0,0,0,0,0,0,0,1,0
4.1,Redstream Technology,"New York, NY",2007,Company - Private,IT Services,Information Technology,$5 to $10 million ,,1,,GA,Data Engineer,18,Small Business,0,0,0,0,0,0,0,0,0,0,0
3.5,Central California Alliance for Health,"Scotts Valley, CA",1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion ,42.0,86,64.0,CA,Data Analyst,29,Large Business,0,0,1,0,1,0,0,0,0,0,0
3.0,Pilot Flying J Travel Centers LLC,"Knoxville, TN",1958,Company - Private,Gas Stations,Retail,$10+ billion ,69.0,127,98.0,TN,Data Engineer,67,Enterprise Business,1,0,0,0,1,0,0,0,0,0,0
3.6,Beebe Healthcare,"Lewes, DE",1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million ,44.0,71,57.5,DE,Other,90,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
3.3,Palermo's Pizza,"Milwaukee, WI",1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown,40.0,68,54.0,WI,Other,61,Large Business,0,0,0,0,0,0,0,0,0,0,0
4.2,The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT",2025,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown,,1,,UT,Data Engineer,0,Enterprise Business,0,1,1,1,1,0,0,0,0,1,0
2.7,Advanced BioScience Laboratories,"Rockville, MD",1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million ,49.0,113,81.0,MD,Other,64,Large Business,0,1,0,0,0,0,0,0,0,0,0
3.4,Echo Global Logistics,"Chicago, IL",2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion ,75.0,140,107.5,IL,Data Engineer,20,Enterprise Business,0,0,0,0,1,0,0,0,0,0,0
3.9,Mars,"Mc Lean, VA",1911,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion ,,1,,OR,Data Scientist,114,Enterprise Business,1,0,0,0,0,1,0,0,1,1,0
3.8,Truckstop.com,"New Plymouth, ID",1995,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown,86.0,139,112.5,IL,Data Scientist,30,Large Business,1,1,0,0,1,1,0,0,0,1,0
3.7,Lockheed Martin,"Bethesda, MD",1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion ,66.0,112,89.0,VA,Data Scientist,30,Enterprise Business,1,1,1,0,1,0,1,0,1,1,0
4.8,Acuity Insurance,"Sheboygan, WI",1925,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion ,76.0,125,100.5,WI,Data Scientist,100,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
3.8,Fareportal,"New York, NY",2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion ,44.0,86,65.0,NY,Data Analyst,23,Enterprise Business,0,1,1,1,1,0,0,0,0,0,0
3.4,"Veterans Affairs, Veterans Health Administration","Washington, DC",1930,Government,Federal Agencies,Government,Unknown,31.0,52,41.5,LA,Other,95,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
4.3,Credera,"Dallas, TX",1999,Subsidiary or Business Segment,Consulting,Business Services,Unknown,53.0,92,72.5,TX,Data Scientist,26,Large Business,1,1,1,1,1,1,1,1,1,1,0
4.8,KnowBe4,"Clearwater, FL",2010,Company - Private,Security Services,Business Services,$100 to $500 million ,44.0,78,61.0,FL,Data Analyst,15,Large Business,1,1,0,0,1,0,0,0,0,0,0
3.4,Church & Dwight,"Ewing, NJ",1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion ,85.0,134,109.5,NJ,Data Analyst,179,Enterprise Business,1,1,1,1,0,0,0,0,0,1,0
4.3,Daugherty Business Solutions,"Saint Louis, MO",1985,Company - Private,IT Services,Information Technology,$100 to $500 million ,,1,,GA,Data Analyst,40,Enterprise Business,1,0,0,1,0,1,1,1,1,0,1
3.9,Cogo Labs,"Cambridge, MA",2005,Company - Private,Internet,Information Technology,Unknown,59.0,110,84.5,MA,Data Engineer,20,Medium Business,1,0,0,0,1,0,0,0,1,0,0
3.4,Spectrum Communications and Consulting,"Chicago, IL",1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million ,64.0,111,87.5,IL,Data Scientist,33,Medium Business,0,0,0,0,1,0,0,0,0,0,0
3.1,NCSOFT,"Seoul, South Korea",1997,Company - Public,Video Games,Media,$10+ billion ,65.0,120,92.5,CA,Data Analyst,28,Enterprise Business,1,1,1,0,1,0,1,0,0,0,0
3.2,MITRE,"Bedford, MA",1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion ,60.0,103,81.5,VA,Data Scientist,67,Enterprise Business,1,0,0,0,0,0,1,0,1,1,0
4.3,"Dayton Freight Lines, Inc.","Dayton, OH",1981,Company - Private,Trucking,Transportation & Logistics,Unknown,53.0,105,79.0,OH,Data Analyst,44,Enterprise Business,0,0,0,0,1,0,0,0,0,0,0
3.6,MassMutual,"Springfield, MA",1851,Company - Private,Insurance Carriers,Insurance,$10+ billion ,124.0,204,164.0,MA,Data Scientist,174,Enterprise Business,1,0,0,0,1,1,1,0,1,1,0
3.9,Genentech,"South San Francisco, CA",1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,131.0,207,169.0,CA,Data Scientist,49,Enterprise Business,1,1,0,0,1,0,1,0,1,1,0
3.8,Juniper Networks,"Sunnyvale, CA",1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion ,110.0,174,142.0,CA,Data Scientist,29,Enterprise Business,1,1,0,0,0,1,0,0,1,1,0
2.8,Community Action Partnership of San Luis Obispo,"San Luis Obispo, CA",2025,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million ,33.0,62,47.5,CA,Data Analyst,0,Large Business,0,1,0,0,0,0,0,0,0,0,0
4.4,"Volume Integration, LLC","Reston, VA",2013,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million ,,1,,VA,Data Scientist,12,Medium Business,1,0,0,0,1,1,0,0,0,1,0
4.1,ManTech,"Herndon, VA",1968,Company - Public,Research & Development,Business Services,$1 to $2 billion ,,1,,VA,Data Scientist,57,Enterprise Business,1,0,1,0,1,0,1,0,1,1,0
3.7,Takeda Pharmaceuticals,"OSAKA, Japan",1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,52.0,101,76.5,MA,Other,244,Enterprise Business,0,1,0,0,0,0,0,0,0,0,0
3.4,TrueAccord,"San Francisco, CA",2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,48.0,90,69.0,CA,Data Analyst,12,Medium Business,1,1,1,1,1,0,0,0,0,1,0
4.0,DRB Systems,"Akron, OH",1984,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million ,34.0,64,49.0,ID,Data Analyst,41,Large Business,1,1,1,0,1,0,0,0,0,0,0
3.5,Western Digital,"San Jose, CA",1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion ,132.0,211,171.5,CA,Data Scientist,55,Enterprise Business,1,0,0,0,1,1,1,1,0,1,0
3.8,Legal & General America,"Frederick, MD",1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion ,81.0,133,107.0,MD,Data Scientist,44,Large Business,1,1,1,0,1,0,0,0,0,1,0
3.7,Corcentric,"Cherry Hill, NJ",1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,42.0,76,59.0,NJ,Data Analyst,29,Large Business,0,1,0,0,0,0,0,0,0,0,0
4.6,Blend360,"Newark, NJ",2002,Company - Private,Consulting,Business Services,Unknown,,1,,MD,Data Scientist,23,Medium Business,0,1,0,0,0,0,0,0,0,0,0
3.5,CACI International,"Arlington, VA",1962,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion ,,1,,CO,Data Scientist,63,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
3.5,U.Group,"Arlington, VA",2019,Company - Private,IT Services,Information Technology,$25 to $50 million ,66.0,111,88.5,IN,Data Scientist,6,Large Business,0,0,0,0,0,1,0,0,0,1,0
4.2,The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT",2025,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown,74.0,140,107.0,UT,Data Engineer,0,Enterprise Business,0,1,0,0,0,0,0,0,0,1,0
2.4,Calista,"Anchorage, AK",2025,Other Organization,Other Industries,Other Sector,$100 to $500 million ,,1,,AK,Other,0,Enterprise Business,0,0,0,0,0,1,0,0,0,0,0
4.0,Pfizer,"New York, NY",1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,63.0,110,86.5,MA,Data Scientist,176,Enterprise Business,1,1,0,0,0,1,0,0,0,1,1
4.3,SMC 3,"Peachtree City, GA",1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million ,63.0,105,84.0,KY,Data Scientist,90,Medium Business,1,1,1,0,1,0,0,0,0,0,0
2.5,Sandhills Global,"Lincoln, NE",1978,Company - Private,Enterprise Software & Network Solutions,Information Technology,$50 to $100 million ,,1,,NE,Data Analyst,47,Enterprise Business,1,1,1,1,1,0,0,0,0,0,0
3.8,Hire Resolve,"Phoenix, AZ",2025,Company - Private,Staffing & Outsourcing,Business Services,$500 million to $1 billion ,,1,,GA,Other,0,Small Business,0,0,0,0,1,0,0,0,0,0,0
4.7,Systems Evolution Inc.,"Cincinnati, OH",1992,Company - Private,Consulting,Business Services,$50 to $100 million ,91.0,138,114.5,NY,Data Analyst,33,Large Business,1,1,1,0,1,0,0,0,0,1,0
3.5,Sunovion,"Marlborough, MA",2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion ,100.0,190,145.0,MA,Other,15,Enterprise Business,1,1,0,0,0,0,0,0,0,0,1
4.4,Eventbrite,"San Francisco, CA",2006,Company - Public,Internet,Information Technology,$100 to $500 million ,62.0,114,88.0,TN,Data Engineer,19,Enterprise Business,1,1,0,0,1,1,1,0,1,1,0
4.1,Centro,"Chicago, IL",2001,Company - Private,Internet,Information Technology,$100 to $500 million ,71.0,129,100.0,IL,Data Engineer,24,Large Business,1,0,0,0,1,1,1,0,1,1,0
2.9,National Student Clearinghouse,"Herndon, VA",1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million ,43.0,80,61.5,VA,Data Analyst,32,Large Business,1,1,1,1,1,0,0,0,0,0,0
2.5,comScore,"Reston, VA",1999,Company - Public,Advertising & Marketing,Business Services,$1 to $2 billion ,74.0,119,96.5,OR,Data Scientist,26,Enterprise Business,1,0,0,0,1,0,0,0,1,0,0
5.0,Genesis Research,"Hoboken, NJ",2009,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,,1,,NJ,Other,16,Small Business,1,0,0,0,1,0,0,0,0,0,0
4.2,SullivanCotter,"Chicago, IL",1992,Company - Private,Consulting,Business Services,Unknown,55.0,97,76.0,MN,Data Analyst,33,Large Business,1,1,0,0,1,0,0,0,0,0,0
3.9,NPD,"Port Washington, NY",1966,Company - Private,Research & Development,Business Services,$100 to $500 million ,15.0,16,15.5,NY,Data Scientist,59,Enterprise Business,0,1,0,0,0,0,0,0,0,0,0
5.0,Hamilton Porter LLC,"Newport Beach, CA",2019,Company - Public,Staffing & Outsourcing,Business Services,Unknown,,1,,NJ,Data Scientist,6,Small Business,1,1,1,1,1,0,1,1,0,1,0
5.0,Alector,"South San Francisco, CA",2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,,1,,CA,Data Engineer,12,Medium Business,0,1,0,0,0,1,0,0,0,0,0
4.3,Bakery Agency,"Austin, TX",2010,Company - Private,Advertising & Marketing,Business Services,Unknown,61.0,106,83.5,TX,Data Scientist,15,Small Business,1,1,0,0,1,0,0,0,0,1,0
2.7,State of Wisconsin Investment Board,"Madison, WI",1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million ,91.0,149,120.0,WI,Data Scientist,74,Medium Business,1,0,1,0,1,0,0,0,0,0,0
4.3,Service Express,"Grand Rapids, MI",1993,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million ,,1,,MI,Data Analyst,32,Large Business,1,1,0,0,1,0,0,0,0,0,0
3.9,Genentech,"South San Francisco, CA",1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,127.0,199,163.0,CA,Data Scientist,49,Enterprise Business,0,1,0,0,1,0,0,0,0,0,0
4.5,Rose International,"Chesterfield, MO",1993,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million ,,1,,MO,Data Scientist,32,Large Business,1,0,0,0,0,0,0,0,0,1,0
4.2,Clarity Insights,"Chicago, IL",2008,Company - Private,IT Services,Information Technology,Unknown,,1,,Other,Data Scientist,17,Large Business,1,1,1,0,1,0,0,0,0,1,0
3.4,Blue Cross & Blue Shield of Rhode Island,"Providence, RI",1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown,74.0,126,100.0,RI,Data Analyst,86,Large Business,0,0,0,0,1,1,0,0,0,0,0
3.8,Boys Town,"Omaha, NE",1917,Nonprofit Organization,Social Assistance,Non-Profit,Unknown,33.0,72,52.5,NE,Data Scientist,108,Enterprise Business,0,1,0,0,0,0,0,0,0,0,0
3.6,Tower Health,"Reading, PA",2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown,35.0,50,42.5,PA,Other,8,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
3.3,The HSC Health Care System,"Washington, DC",1883,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown,37.0,63,50.0,DC,Data Analyst,142,Large Business,0,1,1,1,1,0,0,0,0,0,0
3.4,Pro-Sphere Tek,"Alexandria, VA",2006,Company - Private,Consulting,Business Services,$50 to $100 million ,67.0,119,93.0,TX,Data Engineer,19,Large Business,1,0,1,0,1,1,1,1,0,0,0
3.0,Ameritas Life Insurance Corp,"Lincoln, NE",1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion ,72.0,117,94.5,OH,Data Scientist,138,Enterprise Business,1,0,0,0,1,0,0,0,0,0,0
4.0,Autodesk,"San Rafael, CA",1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion ,116.0,185,150.5,CA,Data Scientist,43,Enterprise Business,1,0,0,0,1,0,1,0,1,1,1
3.7,Genworth,"Richmond, VA",2004,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion ,78.0,126,102.0,NC,Data Scientist,21,Enterprise Business,1,1,1,0,1,1,1,1,1,0,0
4.4,Rubius Therapeutics,"Cambridge, MA",2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million ,42.0,82,62.0,MA,Other,12,Large Business,0,0,0,0,0,0,0,0,0,0,0
4.3,OneMagnify,"Detroit, MI",1967,Company - Private,Advertising & Marketing,Business Services,Unknown,59.0,116,87.5,MI,Data Analyst,58,Large Business,0,1,1,0,1,0,0,0,0,0,0
5.0,605,"New York, NY",2016,Company - Private,Computer Hardware & Software,Information Technology,Unknown,,1,,NY,Data Scientist,9,Medium Business,1,0,0,0,1,1,0,0,1,1,0
4.0,Pfizer,"New York, NY",1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,63.0,105,84.0,CT,Data Scientist,176,Enterprise Business,0,1,0,0,0,1,0,0,0,0,0
4.0,Novetta,"Mc Lean, VA",2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million ,109.0,177,143.0,VA,Data Scientist,13,Large Business,1,0,0,0,0,1,0,0,0,1,0
3.2,"Numeric, LLC","Chadds Ford, PA",2025,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million ,116.0,194,155.0,PA,Data Scientist,0,Small Business,1,1,0,0,0,1,1,0,1,1,0
4.2,IZEA,"Winter Park, FL",2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million ,48.0,95,71.5,FL,Data Engineer,19,Medium Business,1,1,0,0,1,1,1,0,1,1,0
3.9,Trace Data,"Santa Ana, CA",2000,Company - Private,Insurance Carriers,Insurance,$10 to $25 million ,83.0,133,108.0,CA,Data Scientist,25,Medium Business,1,0,0,0,1,0,0,0,1,1,0
4.3,Daugherty Business Solutions,"Saint Louis, MO",1985,Company - Private,IT Services,Information Technology,$100 to $500 million ,,1,,MN,Data Analyst,40,Enterprise Business,1,0,0,1,0,1,1,1,1,0,1
3.7,Takeda Pharmaceuticals,"OSAKA, Japan",1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,105.0,198,151.5,CA,Other,244,Enterprise Business,0,1,0,0,0,0,0,0,0,1,1
3.6,Vionic Group,"San Rafael, CA",2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million ,31.0,72,51.5,CA,Data Analyst,19,Medium Business,0,1,0,0,0,0,0,0,0,0,0
3.7,Takeda Pharmaceuticals,"OSAKA, Japan",1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,98.0,182,140.0,MA,Other,244,Enterprise Business,0,1,0,0,0,0,0,0,0,0,0
2.8,Dodge Data & Analytics,"Hamilton, NJ",2014,Company - Private,IT Services,Information Technology,Unknown,55.0,100,77.5,NJ,Data Analyst,11,Large Business,1,1,1,0,1,0,0,0,0,1,0
4.2,Clearwater Analytics,"Boise, ID",2004,Company - Private,Investment Banking & Asset Management,Finance,$50 to $100 million ,45.0,82,63.5,ID,Data Analyst,21,Large Business,0,1,0,0,1,0,0,0,0,0,0
5.0,NS8,"Las Vegas, NV",2016,Company - Private,IT Services,Information Technology,$25 to $50 million ,,1,,CA,Data Scientist,9,Medium Business,1,0,0,0,1,1,0,0,0,0,0
4.0,"Tekvalley, Corp.","Pleasanton, CA",2025,Company - Private,IT Services,Information Technology,Less than $1 million ,83.0,135,109.0,CA,Data Scientist,0,Small Business,1,0,1,0,1,0,0,0,0,0,0
4.6,"SmartNews, Inc.","San Francisco, CA",2012,Company - Private,Internet,Information Technology,Unknown,,1,,CA,Data Scientist,13,Medium Business,1,0,0,0,1,0,0,0,0,1,0
3.5,BWX Technologies,"Lynchburg, VA",1850,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion ,70.0,122,96.0,TN,Data Scientist,175,Enterprise Business,1,0,0,0,0,0,0,0,0,0,0
0.0,CA-One Tech Cloud,"Fremont, CA",2017,Company - Private,IT Services,Information Technology,$5 to $10 million ,200.0,250,225.0,CA,Data Scientist,8,Medium Business,1,1,1,0,0,1,0,0,0,1,1
3.2,PennyMac,"Westlake Village, CA",2008,Company - Public,Lending,Finance,$500 million to $1 billion ,70.0,132,101.0,CA,Data Engineer,17,Enterprise Business,1,1,1,0,1,1,0,0,0,0,0
3.3,Plymouth Rock Assurance,"Boston, MA",1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million ,73.0,124,98.5,NJ,Data Scientist,43,Enterprise Business,0,1,0,0,1,0,0,0,0,0,0
3.9,Vermeer,"Pella, IA",1948,Company - Private,Industrial Manufacturing,Manufacturing,$1 to $2 billion ,54.0,101,77.5,IA,Data Engineer,77,Enterprise Business,0,1,0,0,1,0,1,1,0,1,0
3.7,Takeda Pharmaceuticals,"OSAKA, Japan",1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,117.0,206,161.5,MA,Other,244,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
3.6,Cambridge Trust Company,"Cambridge, MA",1890,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million ,,1,,MA,Data Engineer,135,Large Business,0,1,0,0,1,0,0,0,0,0,0
3.6,Beebe Healthcare,"Lewes, DE",1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million ,44.0,71,57.5,DE,Other,90,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
3.7,Zylotech,"Cambridge, MA",2014,Company - Private,Computer Hardware & Software,Information Technology,Unknown,,1,,MA,Data Engineer,11,Small Business,0,0,0,0,1,1,1,0,1,0,0
3.4,Argo Group US,"Hamilton, Bermuda",1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion ,111.0,183,147.0,NY,Data Scientist,77,Enterprise Business,1,0,0,0,1,1,1,0,1,0,0
3.6,Redapt,"Woodinville, WA",1996,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million ,,1,,WA,Data Analyst,29,Large Business,0,1,0,1,1,0,0,1,0,0,0
3.5,L&T Infotech,"Mumbai, India",1997,Company - Public,IT Services,Information Technology,Unknown,68.0,112,90.0,CA,Data Scientist,28,Enterprise Business,1,1,1,0,1,0,0,0,0,1,0
4.3,OceanFirst Financial,"Toms River, NJ",1902,Company - Public,Banks & Credit Unions,Finance,$5 to $10 billion ,42.0,74,58.0,NJ,Data Analyst,123,Large Business,0,0,0,0,1,1,0,0,0,0,0
4.7,Northpointe Bank,"Grand Rapids, MI",1999,Company - Private,Banks & Credit Unions,Finance,Unknown,,1,,MI,Data Analyst,26,Large Business,0,1,1,1,1,1,0,0,0,0,0
4.1,Associated Electric Cooperative,"Springfield, MO",1961,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion ,44.0,78,61.0,MO,Data Analyst,64,Large Business,0,1,0,0,1,0,0,0,0,0,0
0.0,Seen by Indeed,"Austin, TX",2025,Company - Private,Other Industries,Other Sector,Unknown,,1,,PA,Data Scientist,0,Unknown,0,0,0,0,0,0,0,0,0,0,0
2.6,Software Engineering Institute,"Pittsburgh, PA",1984,College / University,Colleges & Universities,Education,Unknown,81.0,159,120.0,PA,Data Scientist,41,Large Business,1,0,0,0,0,0,0,0,0,1,1
3.6,Sotheby's,"New York, NY",1744,Company - Public,Auctions & Galleries,Retail,$500 million to $1 billion ,95.0,161,128.0,NY,Data Scientist,281,Enterprise Business,1,0,0,0,0,0,0,0,0,1,0
3.5,First Tech Federal Credit Union,"San Jose, CA",1952,Company - Private,Banks & Credit Unions,Finance,$100 to $500 million ,75.0,124,99.5,OR,Data Scientist,73,Enterprise Business,1,1,1,0,1,1,0,0,1,1,0
3.6,Amrock,"Detroit, MI",1997,Company - Private,Real Estate,Real Estate,$500 million to $1 billion ,72.0,120,96.0,MI,Data Scientist,28,Enterprise Business,1,0,0,0,1,0,0,0,0,1,0
2.3,Vanda Pharmaceuticals,"Washington, DC",2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million ,76.0,126,101.0,DC,Data Scientist,22,Large Business,1,1,1,0,1,0,0,0,0,1,0
3.9,Zest AI,"Burbank, CA",2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million ,114.0,182,148.0,CA,Data Scientist,16,Medium Business,1,0,0,0,0,0,0,0,0,1,0
4.0,Novetta,"Mc Lean, VA",2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million ,108.0,176,142.0,VA,Data Scientist,13,Large Business,1,0,0,0,1,1,0,0,0,0,0
4.1,CK-12 Foundation,"Palo Alto, CA",2007,Company - Private,KOther Industries2 Education,Education,Unknown,130.0,208,169.0,CA,Data Scientist,18,Small Business,0,1,1,0,1,1,0,0,0,1,1
3.2,PennyMac,"Westlake Village, CA",2008,Company - Public,Lending,Finance,$500 million to $1 billion ,83.0,166,124.5,AZ,Data Scientist,17,Enterprise Business,1,1,0,0,1,0,0,0,0,1,0
4.7,DECISIVE ANALYTICS Corporation,"Arlington, VA",1996,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million ,42.0,76,59.0,AL,Data Analyst,29,Medium Business,1,1,0,0,0,0,0,0,0,0,1
4.2,Opinion Dynamics,"Waltham, MA",1987,Company - Private,Consulting,Business Services,$10 to $25 million ,37.0,68,52.5,CA,Data Analyst,38,Medium Business,1,0,0,0,1,0,0,0,0,1,0
4.6,Applied Information Sciences,"Reston, VA",1982,Company - Private,IT Services,Information Technology,$50 to $100 million ,52.0,99,75.5,TX,Data Engineer,43,Large Business,0,0,1,1,1,0,1,1,1,0,0
3.7,Swiss Re,"Zurich, Switzerland",1863,Company - Public,Insurance Agencies & Brokerages,Insurance,$10+ billion ,105.0,173,139.0,NY,Data Scientist,162,Enterprise Business,1,1,0,0,1,0,0,0,0,1,1
4.0,Peterson Technology Partners,"Park Ridge, IL",1997,Contract,Computer Hardware & Software,Information Technology,$25 to $50 million ,,1,,IL,Data Scientist,28,Large Business,1,0,0,0,1,0,0,0,1,1,0
0.0,PM2CM,"Torrance, CA",2025,Private Practice / Firm,Utilities,"Oil, Gas, Energy & Utilities",Unknown,,1,,CA,Data Analyst,0,Small Business,0,0,0,0,0,0,0,0,0,0,0
4.5,NuWave Solutions,"Mc Lean, VA",1999,Company - Private,IT Services,Information Technology,$5 to $10 million ,,1,,VA,Data Engineer,26,Medium Business,1,0,0,0,0,1,0,0,0,0,0
3.7,Takeda Pharmaceuticals,"OSAKA, Japan",1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,71.0,134,102.5,MA,Data Engineer,244,Enterprise Business,1,1,1,0,1,1,1,0,1,0,0
4.1,Apellis Pharmaceuticals,"Waltham, MA",2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,,1,,CA,Other,17,Large Business,0,1,0,0,0,0,0,0,0,0,0
4.4,WK Dickson,"Charlotte, NC",1929,Company - Private,Architectural & Engineering Services,Business Services,$25 to $50 million ,39.0,82,60.5,SC,Other,96,Large Business,0,0,0,0,0,0,0,0,0,0,0
5.0,Aptonet Inc,"Atlanta, GA",2004,Company - Private,IT Services,Information Technology,Unknown,,1,,GA,Machine Learning Engineer,21,Large Business,1,1,0,0,0,0,0,0,1,0,0
3.7,The Hanover Insurance Group,"Worcester, MA",1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion ,114.0,179,146.5,MA,Data Scientist,173,Enterprise Business,1,1,0,0,1,0,0,0,0,1,0
